symbol,display_symbol,provider_symbol,name,exchange,is_etf,is_test_issue,raw_type,source,active
SEAT,SEAT,SEAT,Vivid Seats Inc. - Class A common stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEATW,SEATW,SEATW,Vivid Seats Inc. - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEB,SEB,SEB,Seaboard Corporation Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
SECR,SECR,SECR,NYLI MacKay Securitized Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SECT,SECT,SECT,Main Sector Rotation ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SECU,SECU,SECU,iShares Securitized Income Active ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SEDG,SEDG,SEDG,"SolarEdge Technologies, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEED,SEED,SEED,Origin Agritech Limited - Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEEM,SEEM,SEEM,SEI Select Emerging Markets Equity ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SEER,SEER,SEER,"Seer, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEF,SEF,SEF,ProShares Short Financials,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SEG,SEG,SEG,Seaport Entertainment Group Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SEGG,SEGG,SEGG,Sports Entertainment Gaming Global Corporation  - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEI,SEI,SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SEIC,SEIC,SEIC,SEI Investments Company - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEIE,SEIE,SEIE,SEI Select International Equity ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SEIM,SEIM,SEIM,SEI Enhanced U.S. Large Cap Momentum Factor ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SEIQ,SEIQ,SEIQ,SEI Enhanced U.S. Large Cap Quality Factor ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SEIS,SEIS,SEIS,SEI Select Small Cap ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SEIV,SEIV,SEIV,SEI Enhanced U.S. Large Cap Value Factor ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SEIX,SEIX,SEIX,Virtus Seix Senior Loan ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SELF,SELF,SELF,"Global Self Storage, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SELV,SELV,SELV,SEI Enhanced Low Volatility U.S. Large Cap ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SELX,SELX,SELX,Semilux International Ltd. - Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEM,SEM,SEM,Select Medical Holdings Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SEMG,SEMG,SEMG,Suncoast Select Growth ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SEMI,SEMI,SEMI,Columbia Select Technology ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SEMY,SEMY,SEMY,GraniteShares YieldBOOST Semiconductor ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SENEA,SENEA,SENEA,Seneca Foods Corp. - Class A Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SENEB,SENEB,SENEB,Seneca Foods Corp. - Class B Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SENS,SENS,SENS,"Senseonics Holdings, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEPI,SEPI,SEPI,Shelton Equity Premium Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SEPM,SEPM,SEPM,FT Vest U.S. Equity Max Buffer ETF - September,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SEPN,SEPN,SEPN,"Septerna, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEPP,SEPP,SEPP,PGIM S&P 500 Buffer 12 ETF - September,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SEPT,SEPT,SEPT,AllianzIM U.S. Large Cap Buffer10 Sep ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SEPU,SEPU,SEPU,AllianzIM U.S. Equity Buffer15 Uncapped Sep ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SEPW,SEPW,SEPW,AllianzIM U.S. Large Cap Buffer20 Sep ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SEPZ,SEPZ,SEPZ,TrueShares Structured Outcome (September) ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SER,SER,SER,"Serina Therapeutics, Inc. Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
SERA,SERA,SERA,"Sera Prognostics, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SERV,SERV,SERV,Serve Robotics Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SES,SES,SES,SES AI Corporation Class A Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SES.W,SES.W,SES-W,"SES AI Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SETH,SETH,SETH,ProShares Short Ether ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SETM,SETM,SETM,Sprott Critical Materials ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SEV,SEV,SEV,Aptera Motors Corp. - Class B Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEVN,SEVN,SEVN,Seven Hills Realty Trust  - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SEZL,SEZL,SEZL,Sezzle Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SF,SF,SF,Stifel Financial Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SF$B,SF$B,SF$B,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock, Series B",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SF$C,SF$C,SF$C,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.125% Non Cumulative Preferred Stock, Series C",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SF$D,SF$D,SF$D,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock, Series D",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SFB,SFB,SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SFBC,SFBC,SFBC,"Sound Financial Bancorp, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SFBS,SFBS,SFBS,"ServisFirst Bancshares, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SFD,SFD,SFD,"Smithfield Foods, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SFEB,SFEB,SFEB,FT Vest U.S. Small Cap Moderate Buffer ETF - February,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SFGV,SFGV,SFGV,Sequoia Global Value ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SFHG,SFHG,SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SFIX,SFIX,SFIX,"Stitch Fix, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SFL,SFL,SFL,SFL Corporation Ltd,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SFLO,SFLO,SFLO,VictoryShares Small Cap Free Cash Flow ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SFLR,SFLR,SFLR,Innovator Equity Managed Floor ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SFM,SFM,SFM,"Sprouts Farmers Market, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SFNC,SFNC,SFNC,Simmons First National Corporation - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SFST,SFST,SFST,"Southern First Bancshares, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SFTX,SFTX,SFTX,Horizon International Managed Risk ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SFTY,SFTY,SFTY,Horizon Managed Risk ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SFWL,SFWL,SFWL,Shengfeng Development Limited - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SFY,SFY,SFY,SoFi Select 500 ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SFYF,SFYF,SFYF,SoFi Social 50 ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SG,SG,SG,"Sweetgreen, Inc. Class A Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SGA,SGA,SGA,"Saga Communications, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGC,SGC,SGC,"Superior Group of Companies, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGDJ,SGDJ,SGDJ,Sprott Junior Gold Miners ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SGDM,SGDM,SGDM,Sprott Gold Miners ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SGHC,SGHC,SGHC,Super Group (SGHC) Limited Ordinary Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SGHT,SGHT,SGHT,"Sight Sciences, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGI,SGI,SGI,Somnigroup International Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SGLC,SGLC,SGLC,SGI U.S. Large Cap Core ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SGLY,SGLY,SGLY,Singularity Future Technology Ltd. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGML,SGML,SGML,Sigma Lithium Corporation - common shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGMO,SGMO,SGMO,"Sangamo Therapeutics, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGMT,SGMT,SGMT,Sagimet Biosciences Inc. - Series A Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGOL,SGOL,SGOL,abrdn Physical Gold Shares ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SGOV,SGOV,SGOV,iShares 0-3 Month Treasury Bond ETF,NYSE,True,False,ETF,nasdaqtrader:otherlisted,True
SGP,SGP,SGP,"SpyGlass Pharma, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGRP,SGRP,SGRP,"SPAR Group, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGRT,SGRT,SGRT,SMART Earnings Growth 30 ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SGRW,SGRW,SGRW,Harbor Active Small Cap Growth ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SGRY,SGRY,SGRY,"Surgery Partners, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SGU,SGU,SGU,Star Group L.P. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SGVT,SGVT,SGVT,Schwab Government Money Market ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SH,SH,SH,ProShares Short S&P500,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHAG,SHAG,SHAG,WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SHAK,SHAK,SHAK,"Shake Shack, Inc. Class A Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SHAZ,SHAZ,SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHBI,SHBI,SHBI,"Shore Bancshares, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHC,SHC,SHC,Sotera Health Company - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHDG,SHDG,SHDG,Soundwatch Hedged Equity ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SHE,SHE,SHE,State Street SPDR MSCI USA Gender Diversity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHEH,SHEH,SHEH,Shell plc ADRhedged,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHEL,SHEL,SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SHEN,SHEN,SHEN,Shenandoah Telecommunications Co - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHFS,SHFS,SHFS,"SHF Holdings, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHFSW,SHFSW,SHFSW,"SHF Holdings, Inc. - Warrants",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHG,SHG,SHG,Shinhan Financial Group Co Ltd American Depositary Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SHIM,SHIM,SHIM,Shimmick Corporation - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHIP,SHIP,SHIP,Seanergy Maritime Holdings Corp. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHLD,SHLD,SHLD,Global X Defense Tech ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHLS,SHLS,SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHM,SHM,SHM,State Street SPDR Nuveen ICE Short Term Municipal Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHMD,SHMD,SHMD,SCHMID Group N.V. - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHMDW,SHMDW,SHMDW,SCHMID Group N.V. - Warrants,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHNY,SHNY,SHNY,"MicroSectors Gold 3X Leveraged ETNs due January 29, 2043",NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHO,SHO,SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SHO$H,SHO$H,SHO$H,"Sunstone Hotel Investors, Inc. 6.125% Series H Cumulative Redeemable Preferred Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SHO$I,SHO$I,SHO$I,"Sunstone Hotel Investors, Inc. 5.70% Series I Cumulative Redeemable Preferred Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SHOC,SHOC,SHOC,Strive U.S. Semiconductor ETF,NYSE,True,False,ETF,nasdaqtrader:otherlisted,True
SHOO,SHOO,SHOO,"Steven Madden, Ltd. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHOP,SHOP,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHPH,SHPH,SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SHPP,SHPP,SHPP,Pacer Industrials and Logistics ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHPU,SHPU,SHPU,Direxion Daily SHOP Bull 2X ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SHRT,SHRT,SHRT,Gotham Short Strategies ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHRY,SHRY,SHRY,First Trust Bloomberg Shareholder Yield ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SHUS,SHUS,SHUS,Stratified LargeCap Hedged ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHV,SHV,SHV,iShares 0-1 Year Treasury Bond ETF,NYSE,True,False,ETF,nasdaqtrader:otherlisted,True
SHW,SHW,SHW,Sherwin-Williams Company (The) Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SHY,SHY,SHY,iShares 1-3 Year Treasury Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SHYD,SHYD,SHYD,VanEck Short High Yield Muni ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SHYG,SHYG,SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHYL,SHYL,SHYL,Xtrackers Short Duration High Yield Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SHYM,SHYM,SHYM,iShares Short Duration High Yield Muni Active ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SI,SI,SI,"Shoulder Innovations, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SIBN,SIBN,SIBN,"SI-BONE, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SID,SID,SID,Companhia Siderurgica Nacional S.A. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SIDU,SIDU,SIDU,"Sidus Space, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIEB,SIEB,SIEB,Siebert Financial Corp. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIF,SIF,SIF,"SIFCO Industries, Inc. Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
SIFI,SIFI,SIFI,Harbor Ares Systematic Multi-Sector Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SIFY,SIFY,SIFY,Sify Technologies Limited - American Depository Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIG,SIG,SIG,Signet Jewelers Limited Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SIGA,SIGA,SIGA,SIGA Technologies Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIGI,SIGI,SIGI,"Selective Insurance Group, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIGIP,SIGIP,SIGIP,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIHY,SIHY,SIHY,Harbor Ares Systematic High Yield ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SII,SII,SII,Sprott Inc. Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SIJ,SIJ,SIJ,ProShares UltraShort Industrials,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SIL,SIL,SIL,Global X Silver Miners ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SILA,SILA,SILA,"Sila Realty Trust, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SILC,SILC,SILC,Silicom Ltd - Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SILJ,SILJ,SILJ,Amplify Junior Silver Miners ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SILO,SILO,SILO,"Silo Pharma, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIM,SIM,SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
SIMA,SIMA,SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIMAU,SIMAU,SIMAU,SIM Acquisition Corp. I - Unit,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIMAW,SIMAW,SIMAW,SIM Acquisition Corp. I - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIMO,SIMO,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIMS,SIMS,SIMS,State Street SPDR S&P Kensho Intelligent Structures ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SINT,SINT,SINT,"SiNtx Technologies, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIO,SIO,SIO,Touchstone Strategic Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SION,SION,SION,"Sionna Therapeutics, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIOO,SIOO,SIOO,VistaShares Target 15 S&P 100 Distribution ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SIRI,SIRI,SIRI,SiriusXM Holdings Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SITC,SITC,SITC,SITE Centers Corp. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SITE,SITE,SITE,"SiteOne Landscape Supply, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SITM,SITM,SITM,SiTime Corporation - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SIVR,SIVR,SIVR,abrdn Physical Silver Shares ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SIXA,SIXA,SIXA,ETC 6 Meridian Mega Cap Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SIXD,SIXD,SIXD,AllianzIM U.S. Large Cap 6 Month Buffer10 Jun/Dec ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SIXF,SIXF,SIXF,AllianzIM U.S. Large Cap 6 Month Buffer10 Feb/Aug ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SIXH,SIXH,SIXH,ETC 6 Meridian Hedged Equity Index Option ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SIXJ,SIXJ,SIXJ,AllianzIM U.S. Large Cap 6 Month Buffer10 Jan/Jul ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SIXL,SIXL,SIXL,ETC 6 Meridian Low Beta Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SIXO,SIXO,SIXO,AllianzIM U.S. Large Cap 6 Month Buffer10 Apr/Oct ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SIXP,SIXP,SIXP,AllianzIM U.S. Large Cap 6 Month Buffer10 Mar/Sep ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SIXS,SIXS,SIXS,ETC 6 Meridian Small Cap Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SIXZ,SIXZ,SIXZ,AllianzIM U.S. Large Cap 6 Month Buffer10 May/Nov ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
SIZE,SIZE,SIZE,iShares MSCI USA Size Factor ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SJ,SJ,SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SJB,SJB,SJB,ProShares Short High Yield,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SJCP,SJCP,SJCP,SanJac Alpha Core Plus Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SJLD,SJLD,SJLD,SanJac Alpha Low Duration ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SJM,SJM,SJM,The J.M. Smucker Company Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SJNK,SJNK,SJNK,State Street SPDR Bloomberg Short Term High Yield Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SJT,SJT,SJT,San Juan Basin Royalty Trust Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SKBL,SKBL,SKBL,Skyline Builders Group Holding Limited - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SKE,SKE,SKE,Skeena Resources Limited Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SKF,SKF,SKF,ProShares UltraShort Financials,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
SKIL,SKIL,SKIL,Skillsoft Corp. Class A Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SKIN,SKIN,SKIN,SkinHealth Systems Inc. - Class A Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SKK,SKK,SKK,SKK Holdings Limited - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SKLZ,SKLZ,SKLZ,Skillz Inc. Class A Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SKM,SKM,SKM,"SK Telecom Co., Ltd. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SKOR,SKOR,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SKRE,SKRE,SKRE,Tuttle Capital Daily 2X Inverse Regional Banks ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
SKT,SKT,SKT,Tanger Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SKWD,SKWD,SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SKY,SKY,SKY,"Champion Homes, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
SKYE,SKYE,SKYE,"Skye Bioscience, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
SKYH,SKYH,SKYH,Sky Harbour Group Corporation Class A Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
